address,area,capacity_seated,capacity_standing,catering_options,city,cuisine,is_supervenue,lat,lng,min_attendees,mrt_distance,mrt_station,opening_hours,postcode,price,price_method,price_per_person,price_per_person_type,price_type,rating,response_rate,response_time_min,reviews,room_features,room_id,room_name,space_type,url,venue_id,venue_name,venue_part,venue_type,venue_url
Amoy Street 45,Chinatown,22,0,"[1, 2, 7, 14, 15, 8, 1001]",Singapore,Italian,False,1.2804262,103.8468933,,250 m,Telok Ayer MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""22:30""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday""], ""opens"": ""18:00"", ""closes"": ""22:30""}]",069871,S$1800,minimum spend,-1,NULL,per session,0,1,133,0,"[5, 7, 12, 16]",20159,Private Dining Room,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/20159/solo-ristorante/private-dining-room,8960,Solo Ristorante,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/8960/solo-ristorante
66 Seletar Aerospace View ,Seletar Aerospace Park,350,370,"[1, 8, 1000, 1001]",Singapore,American,False,1.4123825367084,103.86972234967,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""11:00"", ""closes"": ""21:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""21:00""}]",797509,S$3800,hire fee,-1,NULL,per session,4.9,0.7568,410,5,"[3, 5, 6, 7, 8, 12, 17, 18]",53033,Lounge,Event Space,https://www.tagvenue.com/sg/rooms/singapore/53033/wingsoverasia/clubwoa-aviators-lounge?event-offer=wedding,25595,WingsOverAsia,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/25595/wingsoverasia
56 Tras Street ,Tanjong Pagar,40,45,"[1, 2, 7, 14, 15, 16, 19, 20, 8]",Singapore,Indian,False,1.2779485,103.8442501,,250 m,Tanjong Pagar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""12:00"", ""closes"": ""22:30""}]",078995,S$8500,minimum spend,-1,NULL,per afternoon,0,1,68,0,"[5, 7, 9, 12, 16, 17, 18]",103973,Revolver Main Dining Room,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/103973/revolver/revolver-main-dining-room,61776,Revolver,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/61776/revolver
37 Circular Road ,Singapore City Centre,20,45,"[1, 20, 8, 1000, 1001]",Singapore,French,False,1.2865003,103.8491892,,350 m,Clarke Quay MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""12:00"", ""closes"": ""00:00""}]",049393,S$1800,minimum spend,-1,NULL,per session,0,0.9524,432,0,"[5, 6, 7, 16, 17, 19]",73515,Entire Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/73515/apero/entire-restaurant,41622,Apéro,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/41622/apero
"163 Tanglin Road 163 Tanglin Rd, #02-138 Singapore 247933",Orchard,74,90,"[1, 7, 8, 1001]",Singapore,European,False,1.305035,103.823845,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""18:00"", ""closes"": ""21:30""}]",247933,S$7500,minimum spend,-1,NULL,per evening,0,1,405,0,"[3, 5, 6, 7, 9, 10, 11, 12, 17, 20]",94327,Main Dining Area,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/94327/little-farms-table-at-tanglin-mall/main-dining-area,56362,Little Farms Table at Tanglin Mall,Semi-private area,Restaurant,https://www.tagvenue.com/sg/venues/singapore/56362/little-farms-table-at-tanglin-mall
"River Valley Road 3E, #01-02",Singapore City Centre,80,100,"[1, 8, 1000, 1001]",Singapore,Asian,False,1.290668,103.846205,,250 m,Clarke Quay MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""17:00"", ""closes"": ""00:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""02:00""}]",179024,S$38,per person,3800,per session,per session,4.9,0.9953,92,7,"[5, 6, 8, 12]",56675,Alfresco,Terrace,https://www.tagvenue.com/sg/rooms/singapore/56675/little-saigon/alfresco,27639,Little Saigon,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/27639/little-saigon
3D River Valley Road #01-01 Clarke Quay,Singapore City Centre,100,180,"[1, 20, 8, 1000, 1001]",Singapore,British,False,1.2900340289023,103.84545045043,,200 m,Clarke Quay MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday""], ""opens"": ""12:00"", ""closes"": ""01:00""}]",179023,S$8,per person,5000,per session,,0,1,0,0,"[6, 9, 12]",113450,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/113450/harrys-clarke-quay/entire-venue?event-offer=wedding,67000,Harry’s Clarke Quay,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/67000/harry-s-clarke-quay
10 Tuas West Drive ,Tuas Promenade,350,600,"[1, 2, 7, 9, 10, 17, 21, 8, 1001]",Singapore,Chinese,False,1.3428742177906,103.63519522982,,350 m,Tuas Link MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""17:00""}]",638404,S$900,hire fee,-1,NULL,per hour,5,0.8202,233,1,"[3, 5, 6, 7, 8, 10, 11, 12, 17, 18, 19, 20]",87815,Compass Ballroom,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/87815/raffles-marina/compass-ballroom,52752,Raffles Marina,Private space,Event Venue,https://www.tagvenue.com/sg/venues/singapore/52752/raffles-marina
26 Beach Road B1-16,Bugis,130,140,"[1, 14, 15, 8, 1000, 1001]",Singapore,American,False,1.2944164,103.8560206,,150 m,Esplanade MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""19:00""}]",189768,S$3000,minimum spend,-1,NULL,per session,5,0.82,83,1,"[6, 12, 17, 18]",62417,Entire Venue,Open Air / Outdoor Venue,https://www.tagvenue.com/sg/rooms/singapore/62417/little-island-brewing-co-at-south-beach/entire-venue?event-offer=wedding,31237,Little Island Brewing Co. @ South Beach,Whole venue,Open Air / Outdoor Venue,https://www.tagvenue.com/sg/venues/singapore/31237/little-island-brewing-co-at-south-beach
401 Guillemard Road ,Aljunied,70,90,"[7, 16, 1000, 1001]",Singapore,,False,1.3118884671216,103.88853670481,,400 m,Dakota MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""00:00""}]",399794,S$150,hire fee,-1,NULL,per hour,0,0.8889,432,0,"[3, 5, 6, 7, 9, 12, 16, 17, 18, 19, 26, 27]",110867,Event Space,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/110867/the-olive-cove/event-space,65713,The Olive Cove,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/65713/the-olive-cove
28 Stevens Road ,Nassim,420,450,"[1, 9, 10, 21, 8, 1000, 1001]",Singapore,,False,1.3136841602504,103.82893405298,,800 m,Stevens MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""17:00""}]",257878,S$115,per person,11500,per day,per day,5,0.9897,23,2,"[3, 5, 7, 8, 10, 11, 12, 13, 17, 18]",75460,The Polaris,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/75460/novotel-singapore-on-stevens/the-polaris,42775,Novotel Singapore on Stevens,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/42775/novotel-singapore-on-stevens
Serangoon Road 576A,Little India,60,80,"[7, 16, 1000, 1001]",Singapore,,False,1.3147356535346,103.85783672333,,500 m,Farrer Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Sunday""], ""opens"": ""00:00"", ""closes"": ""23:59""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday""], ""opens"": ""18:00"", ""closes"": ""06:00""}]",218190,S$888,hire fee,-1,NULL,per session,4.9,0.9784,284,9,"[5, 6, 7, 8, 9, 10, 11, 12, 17, 18]",13675,Entire Venue,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/13675/here/entire-venue,6177,HERE,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/6177/here
301 Upper Thomson Road #01-88,Upper Thomson,180,300,"[1, 20, 8, 1000, 1001]",Singapore,Chinese,False,1.3548586,103.8308906,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""10:30"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""09:30"", ""closes"": ""22:00""}]",574408,S$1118,minimum spend,-1,NULL,per session,0,1,153,0,"[5, 6, 7, 12, 17]",92105,Main Dining Hall,Banqueting Hall,https://www.tagvenue.com/sg/rooms/singapore/92105/peach-garden-at-thomson-plaza/main-dining-hall,55044,Peach Garden @ Thomson Plaza,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/55044/peach-garden-at-thomson-plaza
7 Raffles Boulevard ,Marina Centre,800,800,"[1, 10, 8, 1000, 1001]",Singapore,,False,1.2924401986761,103.85857935995,,250 m,Promenade MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:00""}]",039595,S$20000,hire fee,15000,per session,per session,5,0.9679,88,8,"[5, 7, 8, 12]",15599,Pacific Ballroom,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/15599/pan-pacific-singapore/pacific-ballroom,7036,Pan Paciﬁc Singapore,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/7036/pan-paci-c-singapore
9 North Buona Vista Drive #01-06 The Metropols,One North,100,50,"[1, 16, 8, 1000, 1001]",Singapore,Japanese,False,1.3063478,103.7911554,,50 m,Buona Vista MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""10:00"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""23:00""}]",138588,S$2000,minimum spend,-1,NULL,per session,0,0.963,14,0,"[3, 5, 6, 7, 8, 9, 12, 17, 18, 19]",85226,Entire Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/85226/ikki-izakaya/entire-restaurant,51358,Ikki Izakaya,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/51358/ikki-izakaya
1 Larkhill Road ,Sentosa,100,100,"[1, 8, 1000, 1001]",Singapore,Indian,False,1.2517312,103.8221016,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""23:00""}]",099394,S$2000,minimum spend,-1,NULL,per session,0,0.88,174,0,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20]",87065,Entire Bar + Grill,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/87065/verve-bar-grill/entire-bar-grill,52059,Verve Bar + Grill,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/52059/verve-bar-grill
53A Duxton Road ,Tanjong Pagar,60,80,"[1, 2, 16, 8, 1000, 1001]",Singapore,European,False,1.2781852,103.8433393,,350 m,Tanjong Pagar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""16:00"", ""closes"": ""23:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday""], ""opens"": ""16:00"", ""closes"": ""00:00""}]",089517,S$1200,minimum spend,-1,NULL,per session,5,1,18,2,"[5, 6, 7, 8, 12, 16, 17, 18, 19]",97831,Entire 1.5 Storey Bar,Bar,https://www.tagvenue.com/sg/rooms/singapore/97831/goodbye-alibi/entire-15-storey-bar,58352,"Goodbye, Alibi",Private space,Bar,https://www.tagvenue.com/sg/venues/singapore/58352/goodbye-alibi
2 Bukit Manis Road ,Sentosa,330,320,"[1, 2, 7, 9, 10, 14, 15, 20, 21, 22, 8, 1001]",Singapore,,False,1.2456916,103.8278754,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""23:00""}]",099891,S$6000,minimum spend,18000,per session,per morning,2,0.8571,222,1,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20]",80090,Straits Ballroom,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/80090/sofitel-singapore-sentosa-resort-and-spa/straits-ballroom?event-offer=wedding,47900,Sofitel Singapore Sentosa Resort and Spa,Whole venue,Hotel,https://www.tagvenue.com/sg/venues/singapore/47900/sofitel-singapore-sentosa-resort-and-spa
125 Pasir Ris Road ,Pasir Ris Park,150,200,"[1, 17, 20, 8, 1000, 1001]",Singapore,Chinese,False,1.3863588,103.9413631,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""22:00""}]",519121,S$50,per person,-1,NULL,per session,0,1,37,0,"[5, 6, 8, 9, 10, 12, 17, 18, 20]",97541,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/97541/shan-zhen-hai-wei-camping/entire-venue,58186,Shan Zhen Hai Wei 山珍海味 Camping,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/58186/shan-zhen-hai-wei-camping
39 Keppel Road #02-01 Tanjong Pagar Distripark,City Terminals,50,50,"[7, 16, 18, 1000, 1001]",Singapore,,False,1.2719149417618,103.83597001816,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""06:00"", ""closes"": ""23:00""}]",089065,S$150,hire fee,-1,NULL,per hour,5,0.9167,208,1,"[5, 6, 7, 8, 9, 12, 13, 16, 17, 18, 19, 21, 22, 24, 25, 26, 28]",105229,Stunning Gallery,Gallery,https://www.tagvenue.com/sg/rooms/singapore/105229/art-agenda/stunning-gallery,62471,Art Agenda,Whole venue,Gallery,https://www.tagvenue.com/sg/venues/singapore/62471/art-agenda
182 Cecil Street #02-09/10/11 Frasers Tower,Cecil,26,26,"[1, 2, 3, 7, 14, 15, 16, 18, 20, 8, 1001]",Singapore,,False,1.2787134,103.8473114,,300 m,Tanjong Pagar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",069547,S$290,hire fee,-1,NULL,per hour,5,0.9556,296,1,"[5, 6, 7, 9, 16, 17, 18]",68091,Kitchen Studio - Large,Kitchen,https://www.tagvenue.com/sg/rooms/singapore/68091/commune-kitchen/kitchen-studio-large,35479,Commune Kitchen,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/35479/commune-kitchen
"10 Artillery Avenue #02-01 Palawan Ridge, Sentosa Island",Sentosa,240,300,"[1, 2, 9, 10, 15, 20, 21, 8, 1000, 1001]",Singapore,Asian,False,1.2531701111078,103.82026773551,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:00""}]",099951,S$98,per person,9800,per morning,per morning,0,1,36,0,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 17, 18, 20, 22, 25, 26, 28]",108230,Revelry Hall,Banqueting Hall,https://www.tagvenue.com/sg/rooms/singapore/108230/the-events-centre-sentosa/revelry-hall,64287,The Events Centre - Sentosa,Private space,Event Venue,https://www.tagvenue.com/sg/venues/singapore/64287/the-events-centre-sentosa
22 Camden Park ,Dunearn,150,200,"[1, 8, 1000, 1001]",Singapore,,False,1.3297906478342,103.81638840059,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""07:00"", ""closes"": ""23:00""}]",299814,S$350,hire fee,-1,NULL,per hour,4.8,0.9761,36,14,"[3, 5, 7, 12]",29619,Asia 1,Function Room,https://www.tagvenue.com/sg/rooms/singapore/29619/hollandse-club/asia-1,14093,Hollandse Club,Private space,Sports Club,https://www.tagvenue.com/sg/venues/singapore/14093/hollandse-club
190 Clemenceau Avenue #06-01,Dhoby Ghaut,50,100,"[7, 9, 10, 16, 19, 21, 22]",Singapore,,False,1.2982631271001,103.84414002299,,200 m,Dhoby Ghaut MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",239924,S$351,hire fee,-1,NULL,per hour,4.9,0.9534,60,17,"[5, 6, 7, 8, 9, 10, 11, 12, 16, 17, 24]",15722,The Dining Hall,Event Space,https://www.tagvenue.com/sg/rooms/singapore/15722/workcentral/the-dining-hall,7102,Workcentral,Private space,Coworking Space,https://www.tagvenue.com/sg/venues/singapore/7102/workcentral
9 Raffles Place 01-01,Raffles Place,85,120,"[1, 7, 9, 15, 16, 20, 21, 8, 1001]",Singapore,American,False,1.283202,103.8508675,,100 m,Raffles Place MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""07:00"", ""closes"": ""01:00""}]",048619,S$50,per person,-1,NULL,,4.6,0.9932,96,14,"[5, 6, 7, 8, 9, 10, 12, 17]",63853,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/63853/social-bar-bistro/entire-venue?event-offer=wedding,32473,Social Bar & Bistro,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/32473/social-bar-bistro
62 Circular Road #01-01,Singapore City Centre,40,50,"[16, 21, 8, 1000, 1001]",Singapore,British,False,1.286274,103.8491763,,350 m,Raffles Place MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""18:00"", ""closes"": ""22:00""}]",049416,S$14,per person,1400,per session,per session,0,1,34,0,"[3, 7, 9, 12, 18]",84549,Tiki Bar,Karaoke Bar,https://www.tagvenue.com/sg/rooms/singapore/84549/waka-62/tiki-bar,50955,Waka 62,Whole venue,Karaoke Bar,https://www.tagvenue.com/sg/venues/singapore/50955/waka-62-2
10A Exeter Road ,Somerset,200,250,"[1, 16, 19, 8, 1000]",Singapore,Italian,False,1.2997663,103.8389143,,50 m,Somerset MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""22:00""}]",239958,S$1500,hire fee,-1,NULL,per hour,0,0.973,305,0,"[5, 6, 8, 12, 16, 17, 18, 20]",81957,Roof Deck @ TRIFECTA,Rooftop,https://www.tagvenue.com/sg/rooms/singapore/81957/trifecta-singapore/roof-deck-at-trifecta,47580,TRIFECTA Singapore,Private space,Entertainment Centre,https://www.tagvenue.com/sg/venues/singapore/47580/trifecta-singapore
100 Loewen Road ,Ridout,200,400,"[16, 19, 8, 1000]",Singapore,,False,1.3026870957478,103.81246591534,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""22:00""}]",248837,S$21800,hire fee,-1,NULL,per day,0,0.975,864,0,"[5, 7, 9, 16, 17, 18]",70139,Museum,Museum,https://www.tagvenue.com/sg/rooms/singapore/70139/museum-of-ice-cream/museum,38209,Museum of Ice Cream,Whole venue,Museum,https://www.tagvenue.com/sg/venues/singapore/38209/museum-of-ice-cream
11 Cove Drive ,Sentosa,20,50,"[1, 7, 9, 10, 16, 18, 19, 21, 8, 1000]",Singapore,,False,1.2455712140314,103.83973970169,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""01:00""}]",098497,S$3852,hire fee,-1,NULL,per session,0,0,0,0,"[3, 6, 7, 8, 9, 12, 17, 18, 19, 25]",111015,One15 Marina,Yacht,https://www.tagvenue.com/sg/rooms/singapore/111015/eagle-wings-at-one15-marina/one15-marina,65787,Eagle Wings @ One15 Marina,Private space,Yacht,https://www.tagvenue.com/sg/venues/singapore/65787/eagle-wings-at-one15-marina
160 Paya Lebar Road ,Kampong Ubi,80,90,"[1, 2, 7, 20, 8, 1001]",Singapore,,False,1.3292743,103.8902034,,350 m,Macpherson MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""21:00""}]",409022,S$436,hire fee,-1,NULL,per hour,4.7,0.9769,188,3,"[3, 5, 6, 7, 8, 10, 11, 12, 16, 17, 19]",71350,Entire Venue,Cafe,https://www.tagvenue.com/sg/rooms/singapore/71350/knots-cafe-living-paya-lebar/entire-venue,39451,Knots Cafe & Living (Paya Lebar),Whole venue,Cafe,https://www.tagvenue.com/sg/venues/singapore/39451/knots-cafe-living-paya-lebar
1 Scotts Road Shaw Centre,Boulevard,200,250,"[1, 7, 15, 16, 20, 8, 1000, 1001]",Singapore,Asian,False,1.3062286,103.8321432,,250 m,Orchard MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""06:00"", ""closes"": ""00:00""}]",228208,S$25000,minimum spend,-1,NULL,per day,0,1,13,0,"[5, 6, 7, 8, 9, 11, 12, 16, 17, 18, 19, 20, 25, 28]",117217,Experiential Venue,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/117217/67-on-scotts/experiential-venue,68954,67 On Scotts,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/68954/67-on-scotts
