address,area,capacity_seated,capacity_standing,catering_options,city,cuisine,is_supervenue,lat,lng,min_attendees,mrt_distance,mrt_station,opening_hours,postcode,price,price_method,price_per_person,price_per_person_type,price_type,rating,response_rate,response_time_min,reviews,room_features,room_id,room_name,space_type,url,venue_id,venue_name,venue_part,venue_type,venue_url
101 Seletar Club Road ,Lower Seletar,240,380,"[1, 7, 16, 19, 8]",Singapore,Asian,False,1.4096081,103.8581298,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:00""}]",798273,S$5395,hire fee,-1,NULL,per session,4.9,0.9923,101,7,"[5, 7, 8, 10, 11, 12, 16, 17, 18]",50726,Seletar Room,Ballroom,https://www.tagvenue.com/sg/rooms/singapore/50726/seletar-country-club/seletar-room?event-offer=wedding,24658,Seletar Country Club,Private space,Sports Club,https://www.tagvenue.com/sg/venues/singapore/24658/seletar-country-club-2
277 Orchard Road 03-17,Somerset,80,120,"[1, 2, 3, 14, 15, 16, 18, 19, 20, 8, 1000]",Singapore,,False,1.3007496,103.839206,,50 m,Somerset MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""02:00""}]",238858,S$750,hire fee,-1,NULL,per session,0,0.975,10,0,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 25, 27]",112620,Full Venue Booking,Bar,https://www.tagvenue.com/sg/rooms/singapore/112620/tigress-premium-billiards-bar/full-venue-booking,66576,Tigress Premium Billiards & Bar,Whole venue,Bar,https://www.tagvenue.com/sg/venues/singapore/66576/tigress-premium-billiards-bar
3 Mayo Street ,Little India,10,10,"[16, 1000, 1001]",Singapore,,False,1.3037591,103.8539892,,200 m,Little India MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""21:00""}]",208303,S$68,hire fee,-1,NULL,per hour,0,1,112,0,"[5, 6, 7, 9, 11, 12, 16, 19, 27, 28]",106680,eGe Workshop Studio,Creative Space,https://www.tagvenue.com/sg/rooms/singapore/106680/ege-experience-atelier/ege-workshop-studio,63151,eGe Experience Atelier,Private space,Event Venue,https://www.tagvenue.com/sg/venues/singapore/63151/ege-experience-atelier
402 Orchard Road ,Boulevard,50,0,"[7, 17, 1000, 1001, 1]",Singapore,,False,1.3071757328345,103.82858624064,,550 m,Orchard MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""23:00""}]",238876,S$1800,hire fee,-1,NULL,per hour,0,1,0,0,"[5, 6, 7, 8, 16, 17, 18, 19, 20]",108280,Tang Contemporary Art SG,Gallery,https://www.tagvenue.com/sg/rooms/singapore/108280/delfi-orchard/tang-contemporary-art-sg,64298,Delfi Orchard,Whole venue,Gallery,https://www.tagvenue.com/sg/venues/singapore/64298/delfi-orchard
190 Keng Lee Road ,Newton,540,700,"[1, 14, 20, 8, 1000, 1001]",Singapore,Chinese,False,1.3139039,103.8414652,,400 m,Newton MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""23:00""}]",308409,S$80,per person,8000,per session,per session,5,0.971,19,6,"[5, 6, 8, 12]",71254,Halls A & B,Banqueting Hall,https://www.tagvenue.com/sg/rooms/singapore/71254/chui-huay-lim-teochew-cuisine/halls-a-b,38985,Chui Huay Lim Teochew Cuisine,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/38985/chui-huay-lim-teochew-cuisine
3A Pasir Ris Drive 6 #03-29,Pasir Ris Drive,100,150,"[7, 9, 10, 16, 21, 1000, 1001]",Singapore,,True,1.370909773586,103.95571501772,,750 m,Pasir Ris MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""00:00"", ""closes"": ""23:59""}]",519422,S$135,hire fee,-1,NULL,per hour,4.6,1,9,12,"[5, 6, 7, 8, 9, 10, 12, 16, 17, 18, 19, 20]",82960,Vida Lounge,Event Space,https://www.tagvenue.com/sg/rooms/singapore/82960/n9-offices-vidacity-pasir-ris/vida-lounge,50008,N9 Offices (Vidacity - Pasir Ris),Private space,Coworking Space,https://www.tagvenue.com/sg/venues/singapore/50008/n9-offices-vidacity-pasir-ris
12 Orange Grove Road ,Orchard,55,150,"[1, 7, 14, 15, 17, 20, 8, 1001]",Singapore,Japanese,False,1.3101333,103.8264176,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""22:00""}]",258353,S$9592,minimum spend,-1,NULL,per session,0,1,134,0,"[3, 5, 6, 7, 9, 11, 12, 17, 18, 20]",114176,Full Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/114176/kaya-at-the-standard/full-restaurant,65796,Kaya @ The Standard,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/65796/kaya-at-the-standard
65 Chulia Street #33 floor,Phillip,160,250,"[1, 14, 20, 8, 1000, 1001]",Singapore,Chinese,False,1.2852385283101,103.84889019957,,300 m,Raffles Place MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""22:00""}]",049513,S$138,per person,13800,per session,per session,0,1,29,0,"[5, 6, 7, 8, 12, 17, 18]",90542,Main Hall,Hall,https://www.tagvenue.com/sg/rooms/singapore/90542/peach-garden-at-ocbc-centre/main-hall,54198,Peach Garden @ OCBC Centre,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/54198/peach-garden-at-ocbc-centre
11 Cove Drive ,Sentosa,30,0,"[1, 7, 14, 15, 16, 18, 20, 1000, 1001]",Singapore,Thai,False,1.2455587,103.8397701,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""00:00"", ""closes"": ""23:59""}]",098497,S$1388,hire fee,-1,NULL,per session,0,0.9818,10,0,"[6, 7, 9, 12, 16, 17, 19]",106504,MOJO,Yacht,https://www.tagvenue.com/sg/rooms/singapore/106504/shimmering-sea-cruises/mojo,58575,Shimmering Sea Cruises,Whole venue,Yacht,https://www.tagvenue.com/sg/venues/singapore/58575/shimmering-sea-cruises
"260 Orchard Road #05-02, The Heeren",Somerset,200,0,"[1, 20, 1000, 1001]",Singapore,Chinese,False,1.3028056835377,103.83742732477,,350 m,Somerset MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""20:30""}]",238855,S$1168,minimum spend,-1,NULL,per session,0,0.963,28,0,"[5, 7, 8, 12, 17, 19]",91430,Main Dining Hall,Banqueting Hall,https://www.tagvenue.com/sg/rooms/singapore/91430/peach-garden-at-the-heeren/main-dining-hall,54666,Peach Garden @ The Heeren,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/54666/peach-garden-at-the-heeren
Circular Road 69,Singapore City Centre,140,180,"[1, 2, 9, 16, 21, 8, 1000, 1001]",Singapore,American,False,1.2865958046386,103.84908299893,,350 m,Clarke Quay MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday""], ""opens"": ""11:30"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Thursday"", ""Friday"", ""Saturday""], ""opens"": ""17:30"", ""closes"": ""21:30""}]",049423,S$33,per person,-1,NULL,,5,0.9322,34,6,"[5, 6, 7, 8, 12, 17]",13145,Entire Indoor Section,Bar,https://www.tagvenue.com/sg/rooms/singapore/13145/heros/entire-indoor-section?event-offer=wedding,5971,Hero's,Whole venue,Bar,https://www.tagvenue.com/sg/venues/singapore/5971/hero-s
8 Raffles Avenue ,Marina Centre,300,310,"[1, 7, 9, 14, 16, 19, 21, 8]",Singapore,Chinese,False,1.2896585,103.8557631,,400 m,Esplanade MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""21:00""}]",039802,S$22231,minimum spend,-1,NULL,per session,4.9,0.9854,13,14,"[5, 6, 7, 8, 9, 10, 11, 12, 17]",19412,Whole Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/19412/straits-chinese-nonya-restaurant-raffles/whole-venue,8340,Straits Chinese Nonya Restaurant - Raffles,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/8340/straits-chinese-nonya-restaurant-raffles
41 Beach Rd ,Bugis,50,75,"[1, 7, 16, 1000, 1001]",Singapore,Singaporean,False,1.2962347,103.8558084,,350 m,Esplanade MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""22:00""}]",189680,S$340,minimum spend,-1,NULL,per session,0,1,10,0,"[3, 5, 6, 7, 8, 9, 12, 13, 16, 17, 18, 19, 25, 26, 27, 28]",109061,Enclosed Event Space,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/109061/enclosed-singapore/enclosed-event-space,64772,Enclosed Singapore,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/64772/enclosed-singapore-2
3 Hyde Park Gate ,Seletar Aerospace Park,289,400,"[1, 7, 14, 15, 20, 8, 1001]",Singapore,European,False,1.407167,103.8676876,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""12:00"", ""closes"": ""15:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""18:00"", ""closes"": ""21:00""}]",799531,S$2500,minimum spend,-1,NULL,per afternoon,4,0.9286,1,1,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 25, 27]",72641,Entire Restaurant,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/72641/youngs-bar-restaurant/entire-restaurant,22484,Youngs Bar & Restaurant,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/22484/youngs-bar-restaurant
95 East Coast Road Dona Manis Heritage Bakehouse,Katong,50,60,"[1, 17, 20, 1000, 1001]",Singapore,Asian,False,1.3056748,103.9041734,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:00""}]",428793,S$25.10,per person,-1,NULL,,0,0.9,151,0,"[3, 5, 6, 7, 8, 12, 17, 20]",111367,Heritage Loft,Event Space,https://www.tagvenue.com/sg/rooms/singapore/111367/dona-manis-heritage-bakehouse-event-space/heritage-loft?event-offer=wedding,65717,Dona Manis Heritage Bakehouse Event Space,Private space,Cafe,https://www.tagvenue.com/sg/venues/singapore/65717/dona-manis-heritage-bakehouse-event-space
400 Orchard Road 03-19,Boulevard,60,60,"[17, 1000, 1001, 1]",Singapore,Singaporean,False,1.3069439,103.8291434,,500 m,Orchard MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""], ""opens"": ""10:00"", ""closes"": ""19:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Friday""], ""opens"": ""10:00"", ""closes"": ""21:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday""], ""opens"": ""09:00"", ""closes"": ""21:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Sunday""], ""opens"": ""08:00"", ""closes"": ""21:00""}]",238875,S$300,hire fee,-1,NULL,per hour,5,1,12,1,"[5, 7, 8, 9, 12, 13, 17, 18, 19, 21, 22, 23, 24, 25, 27, 28]",105705,Event Space,Event Space,https://www.tagvenue.com/sg/rooms/singapore/105705/oxycaffe/event-space,62750,OxyCaffe,Private space,Cafe,https://www.tagvenue.com/sg/venues/singapore/62750/oxycaffe
12 Arumugam Road #01-01A,Kampong Ubi,80,100,"[16, 1000, 1001]",Singapore,,True,1.3250644,103.8912437,,200 m,Macpherson MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""07:00"", ""closes"": ""00:00""}]",409958,S$45,hire fee,-1,NULL,per hour,4.9,0.9828,0,40,"[5, 6, 7, 9, 10, 12, 16, 17, 18, 19, 25, 27]",103374,Flexibility & Vitality,Dance Studio,https://www.tagvenue.com/sg/rooms/singapore/103374/yuanju-wellness/flexibility-vitality,61445,Yuanju Wellness,Private space,Office Space,https://www.tagvenue.com/sg/venues/singapore/61445/yuanju-wellness
26 Evans Road The Initial Sama,Nassim,250,250,"[1, 9, 10, 17, 21, 1000, 1001]",Singapore,,False,1.3187817,103.8202563,,650 m,Stevens MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""10:00"", ""closes"": ""00:00""}]",259367,S$3500,minimum spend,-1,NULL,per session,0,0.9184,62,0,"[5, 6, 18, 19, 20]",104574,Poolside Incude Lawn,Swimming Pool,https://www.tagvenue.com/sg/rooms/singapore/104574/the-initial-sama/poolside-incude-lawn,62081,The Initial Sama,Whole venue,Hotel,https://www.tagvenue.com/sg/venues/singapore/62081/the-initial-sama
71 Ubi Crescent #04-12,Kampong Ubi,70,80,"[7, 16, 1000, 1001]",Singapore,,False,1.3268908,103.8983586,,350 m,Ubi MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""00:00"", ""closes"": ""23:59""}]",408571,S$100,hire fee,-1,NULL,per hour,4.5,1,0,15,"[5, 6, 7, 9, 12, 17, 18, 20]",87039,Beary Fun Space,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/87039/bearyfun-space/beary-fun-space,52320,Bearyfun Space,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/52320/bearyfun-space
92 Telok Ayer Street ,China Square,60,100,"[1, 7, 14, 20, 8, 1001]",Singapore,Italian,False,1.2825993,103.8486237,,50 m,Telok Ayer MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Saturday""], ""opens"": ""18:00"", ""closes"": ""22:00""}]",048472,S$4000,minimum spend,-1,NULL,per evening,5,0.896,358,1,"[5, 6, 7, 9, 12, 17, 18, 19]",79701,Capasso Lounge,Lounge,https://www.tagvenue.com/sg/rooms/singapore/79701/capasso-restaurant-lounge/capasso-lounge,47526,Capasso Restaurant & Lounge,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/47526/capasso-restaurant-lounge
Bizhub28 ,Kembangan,50,50,"[7, 9, 16, 18, 1000, 1001]",Singapore,,False,1.327409,103.9181964,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""06:00"", ""closes"": ""22:00""}]",416601,S$180,hire fee,-1,NULL,per hour,4.6,0.9173,754,48,"[5, 6, 7, 9, 12, 17, 18]",21859,Rooftop Pool and BBQ,Outdoor Space,https://www.tagvenue.com/sg/rooms/singapore/21859/monti-studios/rooftop-pool-and-bbq,8989,Monti Studios,Private space,Photo / Film Studio,https://www.tagvenue.com/sg/venues/singapore/8989/monti-studios
"86 East Coast Road, Floor 7, Katong Square, Singapore 428788 Hotel Indigo Singapore Katong",Marine Parade,80,110,"[1, 2, 7, 9, 10, 14, 15, 16, 20, 21, 22, 8, 1001]",Singapore,Asian,False,1.3049152535579,103.9045873893,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""06:00"", ""closes"": ""23:30""}]",428788,S$65,per person,6500,per day,per day,0,0.5806,188,0,"[3, 5, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 26, 28]",105968,Joo Chiat Meeting Room,Meeting Room,https://www.tagvenue.com/sg/rooms/singapore/105968/hotel-indigo-singapore-katong/joo-chiat-meeting-room,62879,Hotel Indigo Singapore Katong,Whole venue,Hotel,https://www.tagvenue.com/sg/venues/singapore/62879/hotel-indigo-singapore-katong-3
39 Keppel Road ,City Terminals,250,350,"[7, 16, 8, 1000, 1001]",Singapore,,False,1.2720528614752,103.83649719427,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""23:00""}]",089065,S$154.50,per person,-1,NULL,,5,0.9059,187,3,"[3, 5, 6, 7, 8, 10, 12, 13, 16, 17, 18, 19]",98877,Entire Space,Warehouse,https://www.tagvenue.com/sg/rooms/singapore/98877/cargo39/entire-space?event-offer=wedding,58928,Cargo39,Whole venue,Warehouse,https://www.tagvenue.com/sg/venues/singapore/58928/cargo39
"12 Teck Lim Road 12 Teck Lim Rd, Singapore 088390",Tanjong Pagar,50,100,"[1, 7, 9, 10, 17, 20, 21, 8, 1001]",Singapore,Mediterranean,False,1.2803746,103.841949,,250 m,Outram Park MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""00:00""}]",088387,S$30,per person,3000,per session,per session,0,1,92,0,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",115994,Full Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/115994/leila-singapore/full-venue,68314,Leila Singapore,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/68314/leila-singapore
120 Desker Road ,Little India,45,60,"[1, 2, 9, 10, 14, 20, 21, 22, 8, 1000, 1001]",Singapore,Thai,False,1.3080981686789,103.85636492782,,300 m,Jalan Besar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""08:00"", ""closes"": ""23:00""}]",209639,S$80,hire fee,-1,NULL,per hour,0,0.95,233,0,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20]",85652,Event Space 2nd Floor,Event Space,https://www.tagvenue.com/sg/rooms/singapore/85652/thong-thai-bistro/event-space-2nd-floor,51586,Thong Thai Bistro,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/51586/thong-thai-bistro
100 Peck Seah Street Hotel Lobby,Tanjong Pagar,90,80,"[1, 2, 7, 9, 14, 8, 1001]",Singapore,,False,1.2758528,103.8443611,,200 m,Tanjong Pagar MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""21:30""}]",079333,S$4000,minimum spend,-1,NULL,per session,5,0.9674,619,1,"[5, 6, 7, 12, 17, 18]",49168,Dining Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/49168/the-marmalade-pantry-downtown/dining-venue,23305,The Marmalade Pantry Downtown,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/23305/the-marmalade-pantry-downtown
Joo Chiat Road 237A,Geylang East,30,50,"[7, 10, 16, 18, 1000, 1001]",Singapore,,False,1.310994,103.9014396,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""00:00"", ""closes"": ""23:59""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""06:00""}]",427494,S$688,hire fee,-1,NULL,per session,5,0.9799,282,1,"[5, 6, 7, 9, 11, 12, 16, 17, 27]",42094,Entire Apartment,Loft,https://www.tagvenue.com/sg/rooms/singapore/42094/terra-loft/entire-apartment,20253,Terra Loft,Whole venue,Loft,https://www.tagvenue.com/sg/venues/singapore/20253/terra-loft
"252 North Bridge Road Raffles City, #03-00",City Hall,24,30,"[1, 9, 10, 16, 21, 8, 1000, 1001]",Singapore,Japanese,False,1.2942831,103.8529487,,150 m,City Hall MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""11:30"", ""closes"": ""22:30""}]",179103,S$50,minimum spend,-1,NULL,per session,4,1,50,1,"[5, 7, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20]",100606,Fuyu Room,Dining Room,https://www.tagvenue.com/sg/rooms/singapore/100606/domo-modern-japanese-restaurant/fuyu-room,59111,DOMO Modern Japanese Restaurant,Private space,Restaurant,https://www.tagvenue.com/sg/venues/singapore/59111/domo-modern-japanese-restaurant
"7 Purvis Street, Level 2 ",Bugis,40,50,"[1, 7, 8, 1001]",Singapore,Japanese,False,1.2967501,103.8551743,,350 m,Bugis MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""12:00"", ""closes"": ""22:00""}]",188586,S$3000,minimum spend,-1,NULL,per afternoon,4.9,0.8898,272,4,"[3, 5, 6, 7, 12, 17, 18]",51119,Entire Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/51119/tanoke-modern-japanese-restaurant/entire-venue,24559,TANOKE - Modern Japanese Restaurant,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/24559/tanoke-modern-japanese-restaurant
25 Scotts Road ,Boulevard,160,120,"[1, 2, 7, 9, 10, 14, 17, 21, 8, 1000, 1001]",Singapore,Singaporean,False,1.3069418532131,103.8319730619,,350 m,Orchard MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""09:00"", ""closes"": ""17:00""}]",228220,S$1200,hire fee,16200,per day,per session,4.8,0.9605,107,6,"[3, 5, 6, 7, 8, 10, 11, 12, 13, 16, 17, 25]",16044,Wedding,Event Space,https://www.tagvenue.com/sg/rooms/singapore/16044/royal-plaza-on-scotts/balmoral-hall?event-offer=wedding,7273,Royal Plaza on Scotts,Private space,Hotel,https://www.tagvenue.com/sg/venues/singapore/7273/royal-plaza-on-scotts
4 Ang Mo Kio Avenue 12 #01-01,Serangoon North Ind Estate,100,100,"[1, 2, 7, 9, 10, 17, 20, 21, 22, 8, 1001]",Singapore,Singaporean,False,1.3725095,103.8665585,,,,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""00:00"", ""closes"": ""23:59""}]",569498,S$1000,minimum spend,3000,per session,per session,5,1,0,13,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28]",112169,Car-themed Café,Cafe,https://www.tagvenue.com/sg/rooms/singapore/112169/rounding/car-themed-cafe,66356,Rounding,Whole venue,Cafe,https://www.tagvenue.com/sg/venues/singapore/66356/rounding
1008 Toa Payoh North 01-02,Toa Payoh West,50,100,"[7, 9, 10, 16, 21, 22, 1001]",Singapore,,False,1.3430138523542,103.84639249566,,300 m,Braddell MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""], ""opens"": ""06:00"", ""closes"": ""00:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Wednesday""], ""opens"": ""00:00"", ""closes"": ""23:59""}]",318996,S$200,hire fee,-1,NULL,per hour,5,0.9714,100,3,"[5, 6, 7, 9, 12, 16, 17, 18, 19, 25, 28]",83818,Entire Venue,Event Venue,https://www.tagvenue.com/sg/rooms/singapore/83818/candlescape-foundation/entire-venue,50537,Candlescape Foundation,Whole venue,Event Venue,https://www.tagvenue.com/sg/venues/singapore/50537/candlescape-foundation
124 Beach Road ,Bugis,130,208,"[1, 9, 10, 14, 20, 21, 22, 8, 1000, 1001]",Singapore,European,False,1.2968398,103.8574827,,300 m,Bugis MRT Station,"[{""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday""], ""opens"": ""11:00"", ""closes"": ""22:00""}, {""type"": ""OpeningHoursSpecification"", ""dayOfWeek"": [""Saturday"", ""Sunday""], ""opens"": ""11:00"", ""closes"": ""21:00""}]",189771,S$3000,minimum spend,-1,NULL,per session,0,0.9492,0,0,"[5, 6, 9, 12, 17]",108092,Whole Venue,Restaurant,https://www.tagvenue.com/sg/rooms/singapore/108092/the-telegraph-by-olivia/whole-venue,64173,The Telegraph by Olivia,Whole venue,Restaurant,https://www.tagvenue.com/sg/venues/singapore/64173/the-telegraph-by-olivia
